U_Divisions,V_Divisions,t_parameter,Node_ID,Date_월일,Date_시간,Node_X,Node_Y,Node_Z,외피_ModuleShape_edge개수,외피_ModuleShape_둘레(m),외피_ModuleShape_면적(m2),열림각도,운동장_태양복사열,관중석_1 태양복사열,관중석_2 태양복사열,관중석 합산 태양복사열
42,86,0.65,0,2025-3-1,11:00,-255.644,-295.191,312.263,,,,,,,,
42,86,0.65,1,2025-3-1,11:00,0,0,0,,,,,,,,
42,86,0.65,2,2025-3-1,11:00,0,65.939,53.101,4,20.692,25.465,53.365,3132.881,2162.866,3369.162,5532.028
42,86,0.65,3,2025-3-1,11:00,-9.444,65.001,52.63,5,22.345,29.728,55.193,3132.881,2162.866,3369.162,5532.028
42,86,0.65,4,2025-3-1,11:00,-19.023,59.806,53.644,5,24.202,34.701,56.728,3132.881,2162.866,3369.162,5532.028
42,86,0.65,5,2025-3-1,11:00,-29.5,55.521,53.853,5,25.652,38.69,58.108,3132.881,2162.866,3369.162,5532.028
42,86,0.65,6,2025-3-1,11:00,-39.67,49.581,54.124,5,26.522,41.054,59.434,3132.881,2162.866,3369.162,5532.028
42,86,0.65,7,2025-3-1,11:00,-48.621,42.252,54.494,5,26.771,41.574,60.812,3132.881,2162.866,3369.162,5532.028
42,86,0.65,8,2025-3-1,11:00,-55.528,34.015,54.986,5,26.594,40.73,62.18,3132.881,2162.866,3369.162,5532.028
42,86,0.65,9,2025-3-1,11:00,-60.24,25.551,55.472,5,26.14,38.58,63.101,3132.881,2162.866,3369.162,5532.028
42,86,0.65,10,2025-3-1,11:00,-63.04,17.627,55.799,5,25.227,34.461,63.78,3132.881,2162.866,3369.162,5532.028
42,86,0.65,11,2025-3-1,11:00,-64.39,10.671,55.878,5,23.998,29.435,64.441,3132.881,2162.866,3369.162,5532.028
42,86,0.65,12,2025-3-1,11:00,-65.92,4.497,55.846,4,23.051,25.985,64.931,3132.881,2162.866,3369.162,5532.028
42,86,0.65,13,2025-3-1,11:00,-65.959,-1.497,55.823,4,22.838,25.274,65.082,3132.881,2162.866,3369.162,5532.028
