U_Divisions,V_Divisions,t_parameter,Node_ID,Date_월일,Date_시간,Node_X,Node_Y,Node_Z,외피_ModuleShape_edge개수,외피_ModuleShape_둘레(m),외피_ModuleShape_면적(m2),열림각도,운동장_태양복사열,관중석_1 태양복사열,관중석_2 태양복사열,관중석 합산 태양복사열
42,86,0.65,0,2025-3-1,12:00,-311.74,-183.379,345.239,,,,,,,,
42,86,0.65,1,2025-3-1,12:00,0,0,0,,,,,,,,
42,86,0.65,2,2025-3-1,12:00,0,65.939,53.101,4,20.692,25.465,78.094,3869.803,2046.47,2859.714,4906.184
42,86,0.65,3,2025-3-1,12:00,-9.444,65.001,52.63,5,22.345,29.728,76.299,3869.803,2046.47,2859.714,4906.184
42,86,0.65,4,2025-3-1,12:00,-18.892,59.39,53.785,5,24.202,34.701,74.812,3869.803,2046.47,2859.714,4906.184
42,86,0.65,5,2025-3-1,12:00,-29.336,55.174,53.989,5,25.652,38.69,73.523,3869.803,2046.47,2859.714,4906.184
42,86,0.65,6,2025-3-1,12:00,-39.487,49.306,54.259,5,26.522,41.054,72.383,3869.803,2046.47,2859.714,4906.184
42,86,0.65,7,2025-3-1,12:00,-48.437,42.056,54.632,5,26.771,41.574,71.365,3869.803,2046.47,2859.714,4906.184
42,86,0.65,8,2025-3-1,12:00,-55.358,33.892,55.128,5,26.594,40.73,70.58,3869.803,2046.47,2859.714,4906.184
42,86,0.65,9,2025-3-1,12:00,-60.084,25.476,55.621,5,26.14,38.58,70.29,3869.803,2046.47,2859.714,4906.184
42,86,0.65,10,2025-3-1,12:00,-62.901,17.586,55.948,5,25.227,34.461,70.15,3869.803,2046.47,2859.714,4906.184
42,86,0.65,11,2025-3-1,12:00,-64.274,10.655,56.009,5,23.998,29.435,69.877,3869.803,2046.47,2859.714,4906.184
42,86,0.65,12,2025-3-1,12:00,-65.839,4.494,55.939,4,23.051,25.985,69.613,3869.803,2046.47,2859.714,4906.184
42,86,0.65,13,2025-3-1,12:00,-65.883,-1.497,55.911,4,22.838,25.274,69.517,3869.803,2046.47,2859.714,4906.184
42,86,0.65,14,2025-3-1,12:00,-64.529,-7.576,55.961,5,23.755,28.689,69.132,3869.803,2046.47,2859.714,4906.184
42,86,0.65,15,2025-3-1,12:00,-63.412,-14.676,55.943,5,25.659,36.276,68.261,3869.803,2046.47,2859.714,4906.184
42,86,0.65,16,2025-3-1,12:00,-60.686,-23.74,55.643,5,27.963,45.581,66.795,3869.803,2046.47,2859.714,4906.184
42,86,0.65,17,2025-3-1,12:00,-55.647,-34.377,55.08,5,29.14,49.846,64.759,3869.803,2046.47,2859.714,4906.184
42,86,0.65,18,2025-3-1,12:00,-47.914,-44.734,54.464,5,28.995,48.918,62.982,3869.803,2046.47,2859.714,4906.184
42,86,0.65,19,2025-3-1,12:00,-37.751,-52.84,54.061,5,27.743,44.86,62.731,3869.803,2046.47,2859.714,4906.184
42,86,0.65,20,2025-3-1,12:00,-26.811,-58.211,53.844,5,25.296,37.739,63.521,3869.803,2046.47,2859.714,4906.184
42,86,0.65,21,2025-3-1,12:00,-17.071,-61.233,53.7,5,21.966,28.482,64.567,3869.803,2046.47,2859.714,4906.184
42,86,0.65,22,2025-3-1,12:00,-9.376,-62.584,53.582,5,19.265,21.34,65.666,3869.803,2046.47,2859.714,4906.184
42,86,0.65,23,2025-3-1,12:00,-3.038,-63.609,53.917,4,17.906,17.932,66.485,3869.803,2046.47,2859.714,4906.184
42,86,0.65,24,2025-3-1,12:00,3.038,-63.604,53.919,4,17.906,17.932,66.738,3869.803,2046.47,2859.714,4906.184
42,86,0.65,25,2025-3-1,12:00,9.15,-60.304,54.317,5,19.265,21.34,67.629,3869.803,2046.47,2859.714,4906.184
42,86,0.65,26,2025-3-1,12:00,17.744,-64.202,52.716,5,21.966,28.482,68.985,3869.803,2046.47,2859.714,4906.184
42,86,0.65,27,2025-3-1,12:00,27.92,-61.154,52.803,5,25.296,37.739,70.562,3869.803,2046.47,2859.714,4906.184
42,86,0.65,28,2025-3-1,12:00,39.415,-55.618,52.867,5,27.743,44.86,72.911,3869.803,2046.47,2859.714,4906.184
42,86,0.65,29,2025-3-1,12:00,50.254,-47.078,52.873,5,28.995,48.918,76.524,3869.803,2046.47,2859.714,4906.184
42,86,0.65,30,2025-3-1,12:00,58.475,-36.148,52.808,5,29.14,49.846,79.877,3869.803,2046.47,2859.714,4906.184
42,86,0.65,31,2025-3-1,12:00,63.692,-24.972,52.732,5,27.963,45.581,81.905,3869.803,2046.47,2859.714,4906.184
42,86,0.65,32,2025-3-1,12:00,66.413,-15.397,52.675,5,25.659,36.276,83.096,3869.803,2046.47,2859.714,4906.184
42,86,0.65,33,2025-3-1,12:00,67.449,-7.838,52.627,5,23.755,28.689,84.057,3869.803,2046.47,2859.714,4906.184
42,86,0.65,34,2025-3-1,12:00,68.273,-1.51,53.144,4,22.838,25.274,84.526,3869.803,2046.47,2859.714,4906.184
42,86,0.65,35,2025-3-1,12:00,68.249,4.56,53.157,4,23.051,25.985,84.625,3869.803,2046.47,2859.714,4906.184
42,86,0.65,36,2025-3-1,12:00,67.244,11.044,52.651,5,23.998,29.435,85.356,3869.803,2046.47,2859.714,4906.184
42,86,0.65,37,2025-3-1,12:00,65.938,18.465,52.703,5,25.227,34.461,86.655,3869.803,2046.47,2859.714,4906.184
42,86,0.65,38,2025-3-1,12:00,63.072,26.911,52.758,5,26.14,38.58,88.534,3869.803,2046.47,2859.714,4906.184
42,86,0.65,39,2025-3-1,12:00,58.13,35.893,52.816,5,26.594,40.73,89.93,3869.803,2046.47,2859.714,4906.184
42,86,0.65,40,2025-3-1,12:00,48.309,41.92,54.728,5,26.771,41.574,87.266,3869.803,2046.47,2859.714,4906.184
42,86,0.65,41,2025-3-1,12:00,39.401,49.178,54.323,5,26.522,41.054,84.873,3869.803,2046.47,2859.714,4906.184
42,86,0.65,42,2025-3-1,12:00,30.78,58.217,52.8,5,25.652,38.69,82.994,3869.803,2046.47,2859.714,4906.184
42,86,0.65,43,2025-3-1,12:00,19.878,62.512,52.724,5,24.202,34.701,81.402,3869.803,2046.47,2859.714,4906.184
42,86,0.65,44,2025-3-1,12:00,9.444,65.001,52.63,5,22.345,29.728,79.85,3869.803,2046.47,2859.714,4906.184
42,86,0.65,45,2025-3-1,12:00,-4.752,66.607,55.72,6,35.592,53.894,77.214,3869.803,2046.47,2859.714,4906.184
42,86,0.65,46,2025-3-1,12:00,-13.836,59.919,57.695,6,38.523,63.937,75.607,3869.803,2046.47,2859.714,4906.184
42,86,0.65,47,2025-3-1,12:00,-24.207,56.521,58.054,6,41.082,72.784,74.263,3869.803,2046.47,2859.714,4906.184
42,86,0.65,48,2025-3-1,12:00,-34.752,51.444,58.485,6,43.022,79.125,73.11,3869.803,2046.47,2859.714,4906.184
42,86,0.65,49,2025-3-1,12:00,-44.619,44.876,59.04,6,44.22,82.108,72.114,3869.803,2046.47,2859.714,4906.184
42,86,0.65,50,2025-3-1,12:00,-52.902,37.226,59.768,6,44.79,81.924,71.261,3869.803,2046.47,2859.714,4906.184
42,86,0.65,51,2025-3-1,12:00,-59.104,29.03,60.57,6,44.987,79.185,70.801,3869.803,2046.47,2859.714,4906.184
42,86,0.65,52,2025-3-1,12:00,-63.249,21.014,61.198,6,44.603,72.964,70.603,3869.803,2046.47,2859.714,4906.184
42,86,0.65,53,2025-3-1,12:00,-65.575,13.833,61.429,6,43.292,63.012,70.3,3869.803,2046.47,2859.714,4906.184
