U_Divisions,V_Divisions,t_parameter,Node_ID,Date_월일,Date_시간,Node_X,Node_Y,Node_Z,외피_ModuleShape_edge개수,외피_ModuleShape_둘레(m),외피_ModuleShape_면적(m2),열림각도,운동장_태양복사열,관중석_1 태양복사열,관중석_2 태양복사열,관중석 합산 태양복사열
42,86,0.65,0,2025-3-1,15:00,-363.999,187.759,286.795,,,,,,,,
42,86,0.65,1,2025-3-1,15:00,0,0,0,,,,,,,,
42,86,0.65,2,2025-3-1,15:00,0,65.939,53.101,4,20.692,25.465,65.725,1417.445,1117.39,1615.713,2733.103
42,86,0.65,3,2025-3-1,15:00,-9.444,65.001,52.63,5,22.345,29.728,63.851,1417.445,1117.39,1615.713,2733.103
42,86,0.65,4,2025-3-1,15:00,-18.973,59.645,53.698,5,24.202,34.701,62.363,1417.445,1117.39,1615.713,2733.103
42,86,0.65,5,2025-3-1,15:00,-29.459,55.434,53.887,5,25.652,38.69,61.243,1417.445,1117.39,1615.713,2733.103
42,86,0.65,6,2025-3-1,15:00,-39.649,49.55,54.139,5,26.522,41.054,60.621,1417.445,1117.39,1615.713,2733.103
42,86,0.65,7,2025-3-1,15:00,-48.622,42.253,54.493,5,26.771,41.574,60.75,1417.445,1117.39,1615.713,2733.103
42,86,0.65,8,2025-3-1,15:00,-55.536,34.02,54.979,5,26.594,40.73,61.862,1417.445,1117.39,1615.713,2733.103
42,86,0.65,9,2025-3-1,15:00,-60.229,25.546,55.482,5,26.14,38.58,63.512,1417.445,1117.39,1615.713,2733.103
42,86,0.65,10,2025-3-1,15:00,-63.011,17.618,55.83,5,25.227,34.461,64.984,1417.445,1117.39,1615.713,2733.103
42,86,0.65,11,2025-3-1,15:00,-64.355,10.666,55.918,5,23.998,29.435,65.964,1417.445,1117.39,1615.713,2733.103
42,86,0.65,12,2025-3-1,15:00,-65.891,4.496,55.879,4,23.051,25.985,66.49,1417.445,1117.39,1615.713,2733.103
