U_Divisions,V_Divisions,t_parameter,Node_ID,Date_월일,Date_시간,Node_X,Node_Y,Node_Z,외피_ModuleShape_edge개수,외피_ModuleShape_둘레(m),외피_ModuleShape_면적(m2),열림각도,운동장_태양복사열,관중석_1 태양복사열,관중석_2 태양복사열,관중석 합산 태양복사열
42,86,0.65,0,2025-3-1,09:00,-106.268,-454.878,178.307,,,,,,,,
42,86,0.65,1,2025-3-1,09:00,0,0,0,,,,,,,,
42,86,0.65,2,2025-3-1,09:00,0,65.939,53.101,4,20.692,25.465,88.107,2912.136,2282.94,3302.097,5585.037
42,86,0.65,3,2025-3-1,09:00,-9.444,65.001,52.63,5,22.345,29.728,86.123,2912.136,2282.94,3302.097,5585.037
42,86,0.65,4,2025-3-1,09:00,-18.862,59.293,53.818,5,24.202,34.701,84.353,2912.136,2282.94,3302.097,5585.037
42,86,0.65,5,2025-3-1,09:00,-29.286,55.07,54.029,5,25.652,38.69,82.629,2912.136,2282.94,3302.097,5585.037
42,86,0.65,6,2025-3-1,09:00,-39.419,49.205,54.31,5,26.522,41.054,80.759,2912.136,2282.94,3302.097,5585.037
42,86,0.65,7,2025-3-1,09:00,-48.356,41.97,54.693,5,26.771,41.574,78.534,2912.136,2282.94,3302.097,5585.037
42,86,0.65,8,2025-3-1,09:00,-55.279,33.835,55.194,5,26.594,40.73,76.002,2912.136,2282.94,3302.097,5585.037
42,86,0.65,9,2025-3-1,09:00,-60.023,25.447,55.68,5,26.14,38.58,73.921,2912.136,2282.94,3302.097,5585.037
42,86,0.65,10,2025-3-1,09:00,-62.862,17.575,55.99,5,25.227,34.461,72.315,2912.136,2282.94,3302.097,5585.037
42,86,0.65,11,2025-3-1,09:00,-64.253,10.653,56.034,5,23.998,29.435,71.044,2912.136,2282.94,3302.097,5585.037
42,86,0.65,12,2025-3-1,09:00,-65.829,4.494,55.95,4,23.051,25.985,70.223,2912.136,2282.94,3302.097,5585.037
42,86,0.65,13,2025-3-1,09:00,-65.876,-1.497,55.919,4,22.838,25.274,69.992,2912.136,2282.94,3302.097,5585.037
