ymd,hm,theta_origin,theta_next
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.47840856369637
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.31188595514952
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.384438478236596
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,44.50795798341296
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,47.244206710180585
2025-05-17,2025-10-14 12:00:00,45.0,48.87579294552897
2025-05-17,2025-10-14 12:00:00,45.0,48.87579294552897
2025-05-17,2025-10-14 12:00:00,45.0,47.41034080486108
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.82695263048269
2025-05-17,2025-10-14 12:00:00,45.0,44.19573525797186
2025-05-17,2025-10-14 12:00:00,45.0,44.28203107996299
2025-05-17,2025-10-14 12:00:00,45.0,44.28203107996299
2025-05-17,2025-10-14 12:00:00,45.0,44.005120411464375
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.45999725254298
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.37750354259072
2025-05-17,2025-10-14 12:00:00,45.0,43.22850611370433
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.577752134436054
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,44.99182120837999
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,48.60159328362755
2025-05-17,2025-10-14 12:00:00,45.0,48.87579294552897
2025-05-17,2025-10-14 12:00:00,45.0,48.87579294552897
2025-05-17,2025-10-14 12:00:00,45.0,45.93354214037051
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,44.03718612643296
2025-05-17,2025-10-14 12:00:00,45.0,44.28203107996299
2025-05-17,2025-10-14 12:00:00,45.0,44.28203107996299
2025-05-17,2025-10-14 12:00:00,45.0,44.28203107996299
2025-05-17,2025-10-14 12:00:00,45.0,43.7336558139181
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.49768375694902
2025-05-17,2025-10-14 12:00:00,45.0,43.4712578556391
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.45435829440062
2025-05-17,2025-10-14 12:00:00,45.0,43.41932182391122
2025-05-17,2025-10-14 12:00:00,45.0,43.270721039988175
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.14839732010311
2025-05-17,2025-10-14 12:00:00,45.0,43.29230543734262
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,43.64797935639484
2025-05-17,2025-10-14 12:00:00,45.0,44.273599363071156
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,46.00122411455706
2025-05-17,2025-10-14 12:00:00,45.0,47.958406710950946
2025-05-17,2025-10-14 12:00:00,45.0,48.87579294552897
2025-05-17,2025-10-14 12:00:00,45.0,48.87579294552897
2025-05-17,2025-10-14 12:00:00,45.0,47.727541381311184
2025-05-17,2025-10-14 12:00:00,45.0,44.73951872161214
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
2025-05-17,2025-10-14 12:00:00,45.0,43.6118451412916
