U_Divisions,V_Divisions,t_parameter,Node_ID,Date_월일,Date_시간,Node_X,Node_Y,Node_Z,외피_ModuleShape_edge개수,외피_ModuleShape_둘레(m),외피_ModuleShape_면적(m2),열림각도,운동장_태양복사열,관중석_1 태양복사열,관중석_2 태양복사열,관중석 합산 태양복사열
42,86,0.65,0,2025-3-1,18:00,-232.25,441.12,38.381,,,,,,,,
42,86,0.65,1,2025-3-1,18:00,0,0,0,,,,,,,,
42,86,0.65,2,2025-3-1,18:00,0,65.939,53.101,4,20.692,25.465,15.727,11.195,7.404,9.483,16.887
42,86,0.65,3,2025-3-1,18:00,-9.444,65.001,52.63,5,22.345,29.728,11.224,11.195,7.404,9.483,16.887
42,86,0.65,4,2025-3-1,18:00,-19.732,62.052,52.881,5,24.202,34.701,7.997,11.195,7.404,9.483,16.887
42,86,0.65,5,2025-3-1,18:00,-30.592,57.82,52.955,5,25.652,38.69,6.97,11.195,7.404,9.483,16.887
42,86,0.65,6,2025-3-1,18:00,-41.06,51.667,53.092,5,26.522,41.054,9.2,11.195,7.404,9.483,16.887
42,86,0.65,7,2025-3-1,18:00,-50.169,43.899,53.33,5,26.771,41.574,14.213,11.195,7.404,9.483,16.887
42,86,0.65,8,2025-3-1,18:00,-57.06,35.12,53.708,5,26.594,40.73,20.767,11.195,7.404,9.483,16.887
42,86,0.65,9,2025-3-1,18:00,-61.629,26.218,54.141,5,26.14,38.58,26.58,11.195,7.404,9.483,16.887
42,86,0.65,10,2025-3-1,18:00,-64.26,17.98,54.495,5,25.227,34.461,31.042,11.195,7.404,9.483,16.887
42,86,0.65,11,2025-3-1,18:00,-65.459,10.811,54.67,5,23.998,29.435,34.259,11.195,7.404,9.483,16.887
42,86,0.65,12,2025-3-1,18:00,-66.729,4.519,54.912,4,23.051,25.985,36.219,11.195,7.404,9.483,16.887
42,86,0.65,13,2025-3-1,18:00,-66.743,-1.502,54.915,4,22.838,25.274,36.839,11.195,7.404,9.483,16.887
42,86,0.65,14,2025-3-1,18:00,-65.508,-7.663,54.843,5,23.755,28.689,38.335,11.195,7.404,9.483,16.887
42,86,0.65,15,2025-3-1,18:00,-64.289,-14.887,54.987,5,25.659,36.276,40.925,11.195,7.404,9.483,16.887
42,86,0.65,16,2025-3-1,18:00,-61.41,-24.037,54.942,5,27.963,45.581,43.936,11.195,7.404,9.483,16.887
42,86,0.65,17,2025-3-1,18:00,-56.134,-34.682,54.689,5,29.14,49.846,48.198,11.195,7.404,9.483,16.887
42,86,0.65,18,2025-3-1,18:00,-48.107,-44.927,54.333,5,28.995,48.918,54.736,11.195,7.404,9.483,16.887
42,86,0.65,19,2025-3-1,18:00,-37.762,-52.858,54.053,5,27.743,44.86,61.982,11.195,7.404,9.483,16.887
42,86,0.65,20,2025-3-1,18:00,-26.781,-58.131,53.873,5,25.296,37.739,66.842,11.195,7.404,9.483,16.887
42,86,0.65,21,2025-3-1,18:00,-17.043,-61.111,53.741,5,21.966,28.482,70.164,11.195,7.404,9.483,16.887
42,86,0.65,22,2025-3-1,18:00,-9.361,-62.44,53.628,5,19.265,21.34,73.028,11.195,7.404,9.483,16.887
42,86,0.65,23,2025-3-1,18:00,-3.037,-63.484,53.957,4,17.906,17.932,74.81,11.195,7.404,9.483,16.887
42,86,0.65,24,2025-3-1,18:00,3.037,-63.48,53.959,4,17.906,17.932,75.148,11.195,7.404,9.483,16.887
42,86,0.65,25,2025-3-1,18:00,9.122,-60.031,54.405,5,19.265,21.34,76.761,11.195,7.404,9.483,16.887
42,86,0.65,26,2025-3-1,18:00,17.745,-64.207,52.714,5,21.966,28.482,78.726,11.195,7.404,9.483,16.887
42,86,0.65,27,2025-3-1,18:00,27.92,-61.154,52.803,5,25.296,37.739,79.996,11.195,7.404,9.483,16.887
42,86,0.65,28,2025-3-1,18:00,39.415,-55.618,52.867,5,27.743,44.86,79.291,11.195,7.404,9.483,16.887
42,86,0.65,29,2025-3-1,18:00,50.254,-47.078,52.873,5,28.995,48.918,74.328,11.195,7.404,9.483,16.887
42,86,0.65,30,2025-3-1,18:00,58.475,-36.148,52.808,5,29.14,49.846,67.632,11.195,7.404,9.483,16.887
42,86,0.65,31,2025-3-1,18:00,63.692,-24.972,52.732,5,27.963,45.581,62.414,11.195,7.404,9.483,16.887
42,86,0.65,32,2025-3-1,18:00,66.413,-15.397,52.675,5,25.659,36.276,58.795,11.195,7.404,9.483,16.887
42,86,0.65,33,2025-3-1,18:00,67.449,-7.838,52.627,5,23.755,28.689,56.207,11.195,7.404,9.483,16.887
42,86,0.65,34,2025-3-1,18:00,68.273,-1.51,53.144,4,22.838,25.274,54.919,11.195,7.404,9.483,16.887
42,86,0.65,35,2025-3-1,18:00,68.249,4.56,53.157,4,23.051,25.985,54.558,11.195,7.404,9.483,16.887
42,86,0.65,36,2025-3-1,18:00,67.244,11.044,52.651,5,23.998,29.435,53.183,11.195,7.404,9.483,16.887
42,86,0.65,37,2025-3-1,18:00,65.938,18.465,52.703,5,25.227,34.461,51.05,11.195,7.404,9.483,16.887
42,86,0.65,38,2025-3-1,18:00,63.072,26.911,52.758,5,26.14,38.58,48.309,11.195,7.404,9.483,16.887
42,86,0.65,39,2025-3-1,18:00,58.13,35.893,52.816,5,26.594,40.73,44.421,11.195,7.404,9.483,16.887
42,86,0.65,40,2025-3-1,18:00,49.217,42.886,54.046,5,26.771,41.574,39.171,11.195,7.404,9.483,16.887
42,86,0.65,41,2025-3-1,18:00,40.266,50.476,53.681,5,26.522,41.054,34.076,11.195,7.404,9.483,16.887
42,86,0.65,42,2025-3-1,18:00,30.78,58.217,52.8,5,25.652,38.69,29.437,11.195,7.404,9.483,16.887
42,86,0.65,43,2025-3-1,18:00,19.878,62.512,52.724,5,24.202,34.701,25.014,11.195,7.404,9.483,16.887
42,86,0.65,44,2025-3-1,18:00,9.444,65.001,52.63,5,22.345,29.728,20.542,11.195,7.404,9.483,16.887
42,86,0.65,45,2025-3-1,18:00,-4.752,66.607,55.72,6,35.592,53.894,13.295,11.195,7.404,9.483,16.887
42,86,0.65,46,2025-3-1,18:00,-14.845,64.113,56.248,6,38.523,63.937,9.381,11.195,7.404,9.483,16.887
42,86,0.65,47,2025-3-1,18:00,-25.912,60.873,56.398,6,41.082,72.784,7.088,11.195,7.404,9.483,16.887
42,86,0.65,48,2025-3-1,18:00,-37.064,55.574,56.604,6,43.022,79.125,7.564,11.195,7.404,9.483,16.887
42,86,0.65,49,2025-3-1,18:00,-47.338,48.378,56.92,6,44.22,82.108,11.084,11.195,7.404,9.483,16.887
42,86,0.65,50,2025-3-1,18:00,-55.765,39.809,57.409,6,44.79,81.924,16.786,11.195,7.404,9.483,16.887
42,86,0.65,51,2025-3-1,18:00,-61.823,30.707,58.048,6,44.987,79.185,22.898,11.195,7.404,9.483,16.887
42,86,0.65,52,2025-3-1,18:00,-65.673,21.988,58.664,6,44.603,72.964,28.086,11.195,7.404,9.483,16.887
42,86,0.65,53,2025-3-1,18:00,-67.661,14.286,59.072,6,43.292,63.012,32.268,11.195,7.404,9.483,16.887
42,86,0.65,54,2025-3-1,18:00,-68.357,7.632,59.2,6,41.753,54.278,35.243,11.195,7.404,9.483,16.887
42,86,0.65,55,2025-3-1,18:00,-68.447,1.516,59.193,6,40.815,49.908,36.695,11.195,7.404,9.483,16.887
42,86,0.65,56,2025-3-1,18:00,-68.32,-4.554,59.313,6,41.302,52.332,37.521,11.195,7.404,9.483,16.887
42,86,0.65,57,2025-3-1,18:00,-67.483,-11.069,59.664,6,43.288,63.376,40.056,11.195,7.404,9.483,16.887
42,86,0.65,58,2025-3-1,18:00,-65.165,-19.054,59.874,6,46.167,81.742,43.285,11.195,7.404,9.483,16.887
42,86,0.65,59,2025-3-1,18:00,-60.548,-28.968,59.701,6,48.156,96.233,46.941,11.195,7.404,9.483,16.887
42,86,0.65,60,2025-3-1,18:00,-53.231,-39.469,59.244,6,48.188,99.272,52.038,11.195,7.404,9.483,16.887
