U_Divisions,V_Divisions,t_parameter,Node_ID,Date_월일,Date_시간,Node_X,Node_Y,Node_Z,외피_ModuleShape_edge개수,외피_ModuleShape_둘레(m),외피_ModuleShape_면적(m2),열림각도,운동장_태양복사열,관중석_1 태양복사열,관중석_2 태양복사열,관중석 합산 태양복사열
42,86,0.65,0,2025-3-1,11:00,-255.644,-295.191,312.263,,,,,,,,
42,86,0.65,1,2025-3-1,11:00,0,0,0,,,,,,,,
42,86,0.65,2,2025-3-1,11:00,0,65.939,53.101,4,20.692,25.465,73.27,3547.85,2011.343,2348.229,4359.572
42,86,0.65,3,2025-3-1,11:00,-9.444,65.001,52.63,5,22.345,29.728,69.615,3547.85,2011.343,2348.229,4359.572
42,86,0.65,4,2025-3-1,11:00,-18.941,59.544,53.733,5,24.202,34.701,66.544,3547.85,2011.343,2348.229,4359.572
42,86,0.65,5,2025-3-1,11:00,-29.428,55.369,53.912,5,25.652,38.69,63.785,3547.85,2011.343,2348.229,4359.572
42,86,0.65,6,2025-3-1,11:00,-39.64,49.537,54.145,5,26.522,41.054,61.132,3547.85,2011.343,2348.229,4359.572
42,86,0.65,7,2025-3-1,11:00,-48.674,42.309,54.454,5,26.771,41.574,58.377,3547.85,2011.343,2348.229,4359.572
42,86,0.65,8,2025-3-1,11:00,-55.699,34.138,54.843,5,26.594,40.73,55.64,3547.85,2011.343,2348.229,4359.572
42,86,0.65,9,2025-3-1,11:00,-60.505,25.679,55.217,5,26.14,38.58,53.798,3547.85,2011.343,2348.229,4359.572
42,86,0.65,10,2025-3-1,11:00,-63.374,17.723,55.442,5,25.227,34.461,52.439,3547.85,2011.343,2348.229,4359.572
42,86,0.65,11,2025-3-1,11:00,-64.78,10.722,55.437,5,23.998,29.435,51.117,3547.85,2011.343,2348.229,4359.572
42,86,0.65,12,2025-3-1,11:00,-66.275,4.506,55.436,4,23.051,25.985,50.138,3547.85,2011.343,2348.229,4359.572
42,86,0.65,13,2025-3-1,11:00,-66.323,-1.499,55.401,4,22.838,25.274,49.837,3547.85,2011.343,2348.229,4359.572
