U_Divisions,V_Divisions,t_parameter,Node_ID,Date_월일,Date_시간,Node_X,Node_Y,Node_Z,외피_ModuleShape_edge개수,외피_ModuleShape_둘레(m),외피_ModuleShape_면적(m2),열림각도,운동장_태양복사열,관중석_1 태양복사열,관중석_2 태양복사열,관중석 합산 태양복사열
42,86,0.65,0,2025-3-1,08:00,-23.207,-491.881,86.688,,,,,,,,
42,86,0.65,1,2025-3-1,08:00,0,0,0,,,,,,,,
42,86,0.65,2,2025-3-1,08:00,0,65.939,53.101,4,20.692,25.465,83.349,1434.532,2219.392,3104.058,5323.45
42,86,0.65,3,2025-3-1,08:00,-9.444,65.001,52.63,5,22.345,29.728,81.716,1434.532,2219.392,3104.058,5323.45
42,86,0.65,4,2025-3-1,08:00,-18.875,59.336,53.804,5,24.202,34.701,79.07,1434.532,2219.392,3104.058,5323.45
42,86,0.65,5,2025-3-1,08:00,-29.319,55.139,54.002,5,25.652,38.69,75.906,1434.532,2219.392,3104.058,5323.45
42,86,0.65,6,2025-3-1,08:00,-39.49,49.311,54.257,5,26.522,41.054,72.079,1434.532,2219.392,3104.058,5323.45
42,86,0.65,7,2025-3-1,08:00,-48.499,42.122,54.585,5,26.771,41.574,67.265,1434.532,2219.392,3104.058,5323.45
42,86,0.65,8,2025-3-1,08:00,-55.542,34.024,54.974,5,26.594,40.73,61.62,1434.532,2219.392,3104.058,5323.45
42,86,0.65,9,2025-3-1,08:00,-60.411,25.634,55.308,5,26.14,38.58,56.824,1434.532,2219.392,3104.058,5323.45
42,86,0.65,10,2025-3-1,08:00,-63.351,17.717,55.467,5,25.227,34.461,53.121,1434.532,2219.392,3104.058,5323.45
42,86,0.65,11,2025-3-1,08:00,-64.808,10.725,55.406,5,23.998,29.435,50.324,1434.532,2219.392,3104.058,5323.45
42,86,0.65,12,2025-3-1,08:00,-66.32,4.508,55.383,4,23.051,25.985,48.575,1434.532,2219.392,3104.058,5323.45
42,86,0.65,13,2025-3-1,08:00,-66.374,-1.499,55.342,4,22.838,25.274,48.088,1434.532,2219.392,3104.058,5323.45
42,86,0.65,14,2025-3-1,08:00,-65.174,-7.634,55.224,5,23.755,28.689,46.662,1434.532,2219.392,3104.058,5323.45
42,86,0.65,15,2025-3-1,08:00,-64.163,-14.857,55.125,5,25.659,36.276,43.98,1434.532,2219.392,3104.058,5323.45
42,86,0.65,16,2025-3-1,08:00,-61.549,-24.094,54.807,5,27.963,45.581,40.571,1434.532,2219.392,3104.058,5323.45
42,86,0.65,17,2025-3-1,08:00,-56.634,-34.995,54.287,5,29.14,49.846,35.572,1434.532,2219.392,3104.058,5323.45
42,86,0.65,18,2025-3-1,08:00,-48.999,-45.821,53.727,5,28.995,48.918,28.137,1434.532,2219.392,3104.058,5323.45
42,86,0.65,19,2025-3-1,08:00,-38.762,-54.527,53.335,5,27.743,44.86,20.158,1434.532,2219.392,3104.058,5323.45
