U_Divisions,V_Divisions,t_parameter,Node_ID,Date_월일,Date_시간,Node_X,Node_Y,Node_Z,외피_ModuleShape_edge개수,외피_ModuleShape_둘레(m),외피_ModuleShape_면적(m2),열림각도,운동장_태양복사열,관중석_1 태양복사열,관중석_2 태양복사열,관중석 합산 태양복사열
42,86,0.65,0,2025-3-1,14:00,-367.85,66.608,332.039,,,,,,,,
42,86,0.65,1,2025-3-1,14:00,0,0,0,,,,,,,,
42,86,0.65,2,2025-3-1,14:00,0,65.939,53.101,4,20.692,25.465,38.817,1639.5,1490.993,2127.674,3618.667
42,86,0.65,3,2025-3-1,14:00,-9.444,65.001,52.63,5,22.345,29.728,42.384,1639.5,1490.993,2127.674,3618.667
42,86,0.65,4,2025-3-1,14:00,-19.151,60.211,53.506,5,24.202,34.701,45.26,1639.5,1490.993,2127.674,3618.667
42,86,0.65,5,2025-3-1,14:00,-29.667,55.872,53.716,5,25.652,38.69,47.553,1639.5,1490.993,2127.674,3618.667
42,86,0.65,6,2025-3-1,14:00,-39.877,49.892,53.97,5,26.522,41.054,49.143,1639.5,1490.993,2127.674,3618.667
42,86,0.65,7,2025-3-1,14:00,-48.893,42.541,54.289,5,26.771,41.574,49.726,1639.5,1490.993,2127.674,3618.667
42,86,0.65,8,2025-3-1,14:00,-55.908,34.289,54.669,5,26.594,40.73,48.869,1639.5,1490.993,2127.674,3618.667
42,86,0.65,9,2025-3-1,14:00,-60.746,25.794,54.987,5,26.14,38.58,46.881,1639.5,1490.993,2127.674,3618.667
42,86,0.65,10,2025-3-1,14:00,-63.649,17.803,55.148,5,25.227,34.461,44.973,1639.5,1490.993,2127.674,3618.667
42,86,0.65,11,2025-3-1,14:00,-65.051,10.757,55.131,5,23.998,29.435,43.822,1639.5,1490.993,2127.674,3618.667
42,86,0.65,12,2025-3-1,14:00,-66.485,4.512,55.193,4,23.051,25.985,43.29,1639.5,1490.993,2127.674,3618.667
42,86,0.65,13,2025-3-1,14:00,-66.527,-1.5,55.166,4,22.838,25.274,43.191,1639.5,1490.993,2127.674,3618.667
42,86,0.65,14,2025-3-1,14:00,-65.312,-7.646,55.068,5,23.755,28.689,43.102,1639.5,1490.993,2127.674,3618.667
42,86,0.65,15,2025-3-1,14:00,-64.193,-14.864,55.092,5,25.659,36.276,43.245,1639.5,1490.993,2127.674,3618.667
42,86,0.65,16,2025-3-1,14:00,-61.4,-24.032,54.951,5,27.963,45.581,44.185,1639.5,1490.993,2127.674,3618.667
42,86,0.65,17,2025-3-1,14:00,-56.238,-34.747,54.605,5,29.14,49.846,45.346,1639.5,1490.993,2127.674,3618.667
42,86,0.65,18,2025-3-1,14:00,-48.397,-45.218,54.136,5,28.995,48.918,44.776,1639.5,1490.993,2127.674,3618.667
